Time,EAR,Blink_Count,Deviation,Attention_Score,Looking_Away
7.178811311721802,0.23749308603566863,3,14,96,0
7.207019090652466,0.21353701299264327,3,14,93,0
7.2380311489105225,0.2133380153883514,3,14,91,0
7.270048141479492,0.21806996983280313,3,14,89,0
7.298797369003296,0.23810537566962803,3,14,91,0
7.329803705215454,0.21975290549936471,3,14,89,0
7.382843732833862,0.2188980173137342,3,14,88,0
7.430331230163574,0.2188980173137342,3,14,87,0
7.459669351577759,0.21681840009247522,3,14,86,0
7.492194890975952,0.21039971779126282,3,14,85,0
7.52219557762146,0.2238658997171818,4,14,88,0
7.555461645126343,0.21385920800911337,4,14,87,0
7.58855414390564,0.23012105811085964,4,15,89,0
7.625055313110352,0.2120350572526661,4,15,88,0
7.666136980056763,0.23413548192729652,4,15,90,0
7.695669412612915,0.2201931766837286,4,15,92,0
7.723339080810547,0.22071170326253672,4,15,93,0
7.754857063293457,0.21643579990784712,4,16,91,0
